LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID3524,3524,8,15.567707061767578,151.97406805655743,680.9260125843965,0.0,73.708965,25,37.5,1,,59693.92276468179,60080.0,49891.0,65535.0,1.602960908E9,3351.2936669606224,0.4902612891918236,11.719600608511428
ID3525,3525,9,16.61606216430664,347.4797031287964,693.2307416659232,0.0,73.708965,25,37.5,1,,55745.659516627566,56824.0,41712.0,64197.0,1.496938195E9,4545.924517600539,0.6047234939614282,9.242202161970768
ID3526,3526,10,15.330536842346191,761.7538636503521,734.7642055246442,0.0,73.708965,25,37.5,1,,59533.66324060626,59882.0,48038.0,65535.0,1.598657459E9,3973.1250053949707,0.47112494343232725,9.597252298317855
ID3516,3516,0,16.15795135498047,831.59375,58.90625,0.0,73.708965,25,37.5,1,,27325.256768331285,36892.0,0.0,65535.0,7.3376512E8,26159.44777103194,0.6617510367036592,0.8319444856558545
ID3517,3517,1,15.440373420715332,486.4813139025422,161.1250308575529,0.0,73.708965,25,37.5,1,,57825.815476855474,58413.0,47332.0,65535.0,1.552796623E9,3311.1556934465225,0.5145031563198138,11.865608643763583
ID3518,3518,2,13.95258903503418,81.7620831092037,303.57299638110226,0.0,73.708965,25,37.5,1,,54848.482329721075,55242.0,45178.0,62412.0,1.472846296E9,3194.5694601595033,0.47218468987939566,11.013665434752474
ID3519,3519,3,15.35076904296875,382.07677220192033,341.99963558280757,0.0,73.708965,25,37.5,1,,47685.97277771571,48377.0,33505.0,58428.0,1.280511427E9,5634.238356460202,0.6686169379515866,6.7827553542163725
ID3552,3552,3,15.344515800476074,381.97821094393396,341.8407510461338,0.0,76.6573236,26,37.5,1,,47681.05652999665,48365.0,32491.0,58701.0,1.280379411E9,5633.439101341849,0.6681016825086271,6.779884679246517
ID3553,3553,4,14.730056762695312,72.1462543856703,494.5472187162576,0.0,76.6573236,26,37.5,1,,56370.28492161025,56871.0,44348.0,64772.0,1.513711261E9,4183.9597402863465,0.4799520397931716,8.738621497602677
ID3554,3554,5,14.931783676147461,382.0633324979999,517.4328812905861,0.0,76.6573236,26,37.5,1,,59485.73105425837,59680.0,49505.0,65535.0,1.597370336E9,3288.9324932972754,0.4576970464005738,11.357916602046911
ID3555,3555,6,15.330254554748535,233.3855193997497,551.4273297180868,0.0,76.6573236,26,37.5,1,,60247.57554090791,60552.0,48536.0,65535.0,1.617828146E9,3297.252032464219,0.4696974656805256,11.679054835101077
ID3556,3556,7,16.875619888305664,552.1407787731335,607.1998934825409,0.0,76.6573236,26,37.5,1,,60617.55792648866,61176.0,47779.0,65535.0,1.627763283E9,3896.2689788151074,0.5424765554026726,10.94313868064376
ID3557,3557,8,15.569233894348145,151.84889639385784,680.9028966946285,0.0,76.6573236,26,37.5,1,,59679.915726362044,60051.0,49782.0,65535.0,1.602584777E9,3363.886586504605,0.49046074460315237,11.676174118675021
ID3558,3558,9,16.614294052124023,347.3988174004439,693.1666150537641,0.0,76.6573236,26,37.5,1,,55742.6685658958,56837.0,41347.0,63985.0,1.496857879E9,4550.798277014188,0.6045773765798718,9.230418533010134
ID3559,3559,10,15.328043937683105,761.8936801763745,734.6402026557857,0.0,76.6573236,26,37.5,1,,59535.58909619037,59888.0,47411.0,65535.0,1.598709174E9,3994.4642022429553,0.47091146791451277,9.543349968363305
ID3549,3549,0,16.147058486938477,831.59375,58.90625,0.0,76.6573236,26,37.5,1,,27257.73127769709,36594.0,0.0,65535.0,7.31951858E8,26109.558160326487,0.6627813098283751,0.8322528624870189
ID3550,3550,1,15.432710647583008,486.35770375870544,161.07811407797342,0.0,76.6573236,26,37.5,1,,57797.75745726735,58399.0,47123.0,65535.0,1.552043181E9,3318.1336227228267,0.5141926222073231,11.830192943285354
ID3551,3551,2,13.949094772338867,81.59054170463689,303.70274651659264,0.0,76.6573236,26,37.5,1,,54810.97326183294,55209.0,44478.0,62476.0,1.471839065E9,3199.7928428892064,0.4722701296420779,10.989517472106673
ID3605,3605,0,16.15256690979004,831.59375,58.90625,0.0,79.6056822,27,37.5,1,,27334.058838863442,36909.0,0.0,65535.0,7.34001482E8,26164.671351650406,0.6613731400329116,0.8317603332089379
ID3606,3606,1,15.440451622009277,486.4870533367265,161.05746876698046,0.0,79.6056822,27,37.5,1,,57815.82486128179,58414.0,46487.0,65535.0,1.552528345E9,3314.5517293020903,0.5145836234007166,11.852627192503219
ID3607,3607,2,13.960243225097656,81.81997656496313,303.7842517595703,0.0,79.6056822,27,37.5,1,,54841.90768256805,55233.0,44276.0,63759.0,1.472669747E9,3212.720076062466,0.47234459974798865,10.952648458529845
ID3608,3608,3,15.355966567993164,381.8998658932988,341.70467643815334,0.0,79.6056822,27,37.5,1,,47686.23587681079,48368.0,33471.0,58237.0,1.280518492E9,5647.016256187378,0.6685127955963411,6.7668131260421
ID3609,3609,4,14.730676651000977,72.16314077127998,494.60832600664656,0.0,79.6056822,27,37.5,1,,56402.63869958664,56889.0,44749.0,64878.0,1.514580057E9,4182.656254723294,0.4796286272626267,8.742378695303607
ID3610,3610,5,14.920610427856445,381.9064039754951,517.6863908495231,0.0,79.6056822,27,37.5,1,,59496.468066882655,59680.0,50395.0,65535.0,1.597658657E9,3257.3753239209123,0.45727378684763775,11.462742381300378
ID3611,3611,6,15.341164588928223,233.34577271910618,551.2323483159814,0.0,79.6056822,27,37.5,1,,60238.528804975234,60504.0,48592.0,65535.0,1.617585214E9,3316.5215658315037,0.47017786513947385,11.617530640425272
ID3612,3612,7,16.873153686523438,552.0969252013808,607.1138470943613,0.0,79.6056822,27,37.5,1,,60624.80642758723,61143.0,47295.0,65535.0,1.627957927E9,3883.008075523237,0.5423725064886574,10.980458078589319
ID3613,3613,8,15.581463813781738,151.8424395220394,680.9998091909806,0.0,79.6056822,27,37.5,1,,59674.38476147917,60047.0,50260.0,65535.0,1.602436254E9,3390.4781473934195,0.49088714093718505,11.590278802774089
ID3614,3614,9,16.61860466003418,347.432403530864,693.2512219869757,0.0,79.6056822,27,37.5,1,,55758.17480356013,56828.0,41465.0,64045.0,1.497274268E9,4546.5527840812665,0.6046525318880128,9.242323748299484
ID3615,3615,10,15.317863464355469,761.8820814345909,734.5928935538213,0.0,79.6056822,27,37.5,1,,59534.4567832272,59906.0,48022.0,65535.0,1.598678768E9,3985.9123457910505,0.47037659877543175,9.556255930714267
ID3632,3632,5,14.941015243530273,381.8022383808594,517.5904804483444,0.0,82.55404080000001,28,37.5,1,,59542.30458421778,59734.0,50538.0,65535.0,1.598889505E9,3272.496439439129,0.4579750834920493,11.430578260263472
ID3633,3633,6,15.349297523498535,233.39910351960032,551.1253917343862,0.0,82.55404080000001,28,37.5,1,,60290.138792686106,60595.0,48247.0,65535.0,1.618971097E9,3315.1608308183004,0.47009401173019855,11.630845513609998
ID3634,3634,7,16.872671127319336,552.0802757385594,606.9493554796136,0.0,82.55404080000001,28,37.5,1,,60639.542956094294,61183.0,47787.0,65535.0,1.628353647E9,3875.85041350756,0.5421922293124682,11.00103854022624
ID3635,3635,8,15.569311141967773,152.0135021355486,680.7608309521619,0.0,82.55404080000001,28,37.5,1,,59689.79894239005,60083.0,50387.0,65535.0,1.602850171E9,3337.6096623163626,0.49047005712035036,11.770199150560337
ID3636,3636,9,16.622941970825195,347.40557040020946,693.2227807224311,0.0,82.55404080000001,28,37.5,1,,55763.4630767512,56827.0,41733.0,63906.0,1.497416274E9,4548.850397946262,0.6047563620935889,9.239520178592157
ID3637,3637,10,15.321861267089844,762.0512790064214,734.5610532708313,0.0,82.55404080000001,28,37.5,1,,59572.533757866906,59927.0,47887.0,65535.0,1.599701249E9,3969.439630165917,0.4707137618597383,9.606730461347947
ID3627,3627,0,16.15562629699707,831.59375,58.90625,0.0,82.55404080000001,28,37.5,1,,27363.043942948647,37039.0,0.0,65535.0,7.34779819E8,26187.367637029452,0.6606742994737881,0.8313913595110517
ID3628,3628,1,15.447248458862305,486.5021936768609,161.0708514391344,0.0,82.55404080000001,28,37.5,1,,57840.2701746546,58431.0,47052.0,65535.0,1.553184775E9,3309.946312254558,0.5146531079084853,11.875195784000201
ID3629,3629,2,13.958587646484375,81.60825972233721,303.74903345200073,0.0,82.55404080000001,28,37.5,1,,54868.69988455666,55255.0,44981.0,63381.0,1.473389198E9,3208.0186612702164,0.47204381089242964,10.969311048467215
ID3630,3630,3,15.362295150756836,381.7726669324868,341.6627662525454,0.0,82.55404080000001,28,37.5,1,,47717.416340818534,48420.0,33415.0,58206.0,1.281355781E9,5647.407590371108,0.6681928572509155,6.7688260705877665
ID3631,3631,4,14.746363639831543,71.9474835582698,494.4450951126451,0.0,82.55404080000001,28,37.5,1,,56459.70111346963,56965.0,44697.0,64589.0,1.516112354E9,4177.933988798781,0.4802613977828477,8.768923136574967
ID3648,3648,10,15.326791763305664,762.0235865809519,734.5789666511904,0.0,85.5023994,29,37.5,1,,59586.63564592411,59942.0,47396.0,65535.0,1.600079927E9,3961.969761194159,0.4707956833526575,9.628260455044988
ID3638,3638,0,16.14510726928711,831.59375,58.90625,0.0,85.5023994,29,37.5,1,,27319.58473913529,36843.0,0.0,65535.0,7.33612809E8,26154.807495499055,0.6611208052157804,0.8314424006832608
ID3639,3639,1,15.449312210083008,486.63066556271946,160.97744462838068,0.0,85.5023994,29,37.5,1,,57860.77183182512,58467.0,46988.0,65535.0,1.553735306E9,3325.1524180173956,0.514587123863077,11.824078807093247
ID3640,3640,2,13.960389137268066,81.93508272022137,303.5121623988707,0.0,85.5023994,29,37.5,1,,54840.16135999702,55227.0,45149.0,62427.0,1.472622853E9,3203.0820932487522,0.4724270345152503,10.986556903388312
ID3641,3641,3,15.345030784606934,381.80330660270243,341.5586475543503,0.0,85.5023994,29,37.5,1,,47675.954418500725,48354.0,33527.0,58246.0,1.280242404E9,5620.984455343627,0.6682354056334285,6.794995220515839
ID3642,3642,4,14.730354309082031,72.1407959915031,494.86712803105087,0.0,85.5023994,29,37.5,1,,56361.04424086694,56834.0,44622.0,64903.0,1.513463121E9,4181.101803737425,0.4800903651830629,8.744863669263118
ID3643,3643,5,14.923659324645996,382.1614253817287,517.5007320210733,0.0,85.5023994,29,37.5,1,,59496.680296428705,59675.0,50458.0,65535.0,1.597664356E9,3258.3197237500544,0.4576752342229874,11.466362561625708
